id_compra,dt_compra,cd_produto,qtde_vendida,vl_vendido,nm_cliente,perc_promocao
7741,2024-04-05,1014,8,293.99,Carlos Souza,0.2
7742,2024-04-14,1013,20,53.46,Eduardo Oliveira,0.0
7743,2024-05-22,1012,10,121.69,Helena Ferreira,0.0
7744,2024-02-22,1049,20,232.42,Carlos Costa,0.05
7745,2024-01-25,1024,19,10.71,Carlos Lima,0.05
7746,2024-02-16,1026,3,108.6,Bruno Pereira,0.0
7747,2024-03-02,1017,13,216.98,Ana Lima,0.1
7748,2024-06-03,1002,11,129.2,Juliana Souza,0.2
7749,2024-01-18,1035,13,158.16,Bruno Martins,0.1
7750,2024-04-22,1044,5,40.83,Fernanda Silva,0.0
7751,2024-02-29,1024,20,171.04,Juliana Souza,0.0
7752,2024-06-18,1047,20,183.89,Ana Oliveira,0.2
7753,2024-04-17,1041,11,30.67,Fernanda Ferreira,0.05
7754,2024-03-02,1044,6,28.84,Juliana Pereira,0.2
7755,2024-03-23,1027,3,75.27,Gabriel Silva,0.0
7756,2024-03-15,1047,18,211.29,Juliana Almeida,0.1
7757,2024-06-04,1038,14,61.05,Ana Silva,0.0
7758,2024-03-18,1022,17,99.18,Helena Oliveira,0.05
7759,2024-05-23,1040,18,158.92,Ana Silva,0.15
7760,2024-05-29,1041,5,255.7,Eduardo Oliveira,0.2
7761,2024-04-22,1030,3,116.1,Carlos Martins,0.0
7762,2024-06-05,1004,3,149.5,Daniela Oliveira,0.15
7763,2024-05-09,1048,18,103.43,Helena Oliveira,0.0
7764,2024-02-29,1001,11,43.04,Ana Silva,0.0
7765,2024-04-18,1020,14,264.98,Eduardo Souza,0.0
7766,2024-05-11,1043,6,104.65,Helena Ribeiro,0.15
7767,2024-01-24,1050,8,152.55,Bruno Silva,0.0
7768,2024-04-24,1049,16,103.05,Daniela Ferreira,0.05
7769,2024-05-31,1023,14,271.02,Gabriel Martins,0.15
7770,2024-03-01,1017,7,158.23,Eduardo Silva,0.05
7771,2024-06-29,1036,11,142.12,Gabriel Souza,0.05
7772,2024-06-22,1035,15,67.96,Bruno Silva,0.1
7773,2024-05-25,1034,18,93.98,Fernanda Silva,0.0
7774,2024-01-30,1010,13,208.57,Ana Ribeiro,0.1
7775,2024-03-26,1000,1,103.75,Helena Almeida,0.0
7776,2024-03-02,1005,18,144.03,Ana Ribeiro,0.1
7777,2024-06-28,1031,14,214.58,Eduardo Lima,0.1
7778,2024-04-28,1020,17,11.37,Helena Oliveira,0.1
7779,2024-03-29,1032,14,44.22,Gabriel Martins,0.05
7780,2024-01-12,1004,6,71.9,Juliana Costa,0.15
7781,2024-03-14,1012,4,50.97,Bruno Oliveira,0.15
7782,2024-02-01,1047,17,120.14,Gabriel Costa,0.05
7783,2024-03-16,1022,9,112.95,Bruno Costa,0.0
7784,2024-02-29,1033,6,207.91,Igor Pereira,0.1
7785,2024-06-27,1023,3,204.53,Juliana Almeida,0.1
7786,2024-04-07,1006,18,98.65,Igor Lima,0.2
7787,2024-05-23,1005,5,35.4,Gabriel Ferreira,0.15
7788,2024-06-05,1013,7,162.97,Daniela Ribeiro,0.2
7789,2024-05-20,1017,11,19.68,Bruno Ribeiro,0.05
7790,2024-02-06,1020,20,126.86,Daniela Pereira,0.1
7791,2024-05-25,1032,11,275.7,Juliana Souza,0.05
7792,2024-05-30,1004,11,229.68,Bruno Lima,0.05
7793,2024-01-26,1006,15,298.51,Carlos Pereira,0.1
7794,2024-02-15,1015,18,227.76,Bruno Ferreira,0.2
7795,2024-04-06,1009,8,52.92,Daniela Lima,0.1
7796,2024-05-19,1021,11,148.48,Daniela Ferreira,0.15
7797,2024-02-09,1024,6,148.19,Gabriel Almeida,0.05
7798,2024-06-17,1022,19,225.3,Daniela Souza,0.0
7799,2024-05-28,1036,7,46.63,Fernanda Oliveira,0.2
7800,2024-04-18,1007,8,65.45,Eduardo Ribeiro,0.2
7801,2024-02-21,1006,11,274.29,Ana Costa,0.15
7802,2024-03-05,1009,15,173.17,Eduardo Ferreira,0.0
7803,2024-03-06,1030,3,258.73,Helena Silva,0.2
7804,2024-03-19,1009,14,57.94,Fernanda Ferreira,0.05
7805,2024-01-16,1025,20,128.57,Fernanda Martins,0.1
7806,2024-01-25,1042,6,204.21,Daniela Ferreira,0.2
7807,2024-03-18,1038,16,255.01,Ana Lima,0.1
7808,2024-02-20,1034,9,92.77,Eduardo Costa,0.1
7809,2024-02-20,1035,15,213.9,Bruno Ribeiro,0.15
7810,2024-01-11,1008,9,213.13,Fernanda Martins,0.2
7811,2024-02-08,1030,9,97.72,Carlos Lima,0.05
7812,2024-04-04,1003,5,34.04,Helena Ribeiro,0.0
7813,2024-04-21,1032,2,239.87,Daniela Almeida,0.05
7814,2024-02-17,1028,1,252.29,Carlos Souza,0.2
7815,2024-03-07,1022,8,15.76,Juliana Pereira,0.2
7816,2024-03-08,1007,6,261.11,Igor Pereira,0.1
7817,2024-03-03,1003,20,44.71,Daniela Souza,0.05
7818,2024-02-10,1050,8,104.92,Gabriel Ferreira,0.05
7819,2024-05-14,1039,20,299.09,Igor Oliveira,0.2
7820,2024-05-10,1009,10,162.35,Igor Pereira,0.05
7821,2024-06-24,1037,2,288.03,Helena Silva,0.15
7822,2024-02-07,1042,4,13.65,Bruno Lima,0.15
7823,2024-05-31,1007,15,183.36,Eduardo Martins,0.05
7824,2024-04-23,1006,18,260.9,Juliana Souza,0.0
7825,2024-01-20,1016,3,213.49,Daniela Silva,0.1
7826,2024-04-02,1008,2,199.26,Igor Costa,0.15
7827,2024-05-30,1002,13,184.86,Bruno Lima,0.1
7828,2024-01-22,1015,9,232.07,Gabriel Oliveira,0.2
7829,2024-03-02,1031,1,170.53,Helena Oliveira,0.15
7830,2024-06-12,1028,5,284.72,Carlos Lima,0.05
7831,2024-02-08,1003,8,12.95,Gabriel Almeida,0.0
7832,2024-02-01,1049,4,283.55,Helena Souza,0.1
7833,2024-04-13,1041,9,284.37,Carlos Souza,0.05
7834,2024-02-14,1007,11,27.89,Carlos Costa,0.05
7835,2024-02-12,1003,12,271.19,Igor Pereira,0.15
7836,2024-01-30,1033,11,60.89,Igor Pereira,0.15
7837,2024-06-20,1036,6,129.17,Carlos Pereira,0.15
7838,2024-04-10,1036,2,253.44,Eduardo Ribeiro,0.0
7839,2024-02-29,1044,1,297.9,Helena Ferreira,0.1
7840,2024-03-14,1018,10,137.52,Carlos Costa,0.2
7841,2024-04-28,1004,12,261.59,Gabriel Ribeiro,0.05
7842,2024-01-13,1007,1,24.65,Eduardo Ribeiro,0.2
7843,2024-04-28,1021,3,128.39,Bruno Pereira,0.15
7844,2024-05-14,1012,8,259.87,Helena Oliveira,0.15
7845,2024-02-23,1049,11,228.59,Bruno Lima,0.15
7846,2024-02-18,1000,14,210.85,Bruno Silva,0.15
7847,2024-05-09,1041,2,125.57,Igor Martins,0.15
7848,2024-06-27,1006,20,128.14,Ana Souza,0.1
7849,2024-06-18,1038,19,182.76,Igor Ferreira,0.0
7850,2024-02-27,1016,9,81.75,Igor Ribeiro,0.2
7851,2024-05-06,1042,12,57.42,Ana Ribeiro,0.1
7852,2024-05-02,1041,7,78.8,Bruno Pereira,0.2
7853,2024-05-26,1041,4,74.87,Daniela Souza,0.0
7854,2024-06-09,1010,18,85.38,Fernanda Lima,0.2
7855,2024-04-18,1010,14,81.47,Fernanda Costa,0.0
7856,2024-05-10,1036,19,188.77,Daniela Souza,0.05
7857,2024-06-20,1022,13,13.47,Carlos Oliveira,0.05
7858,2024-01-17,1018,15,153.47,Helena Souza,0.0
7859,2024-05-21,1007,3,141.46,Gabriel Costa,0.1
7860,2024-01-26,1049,4,178.83,Helena Lima,0.15
7861,2024-06-13,1047,9,270.57,Ana Ferreira,0.0
7862,2024-02-01,1045,10,103.03,Eduardo Costa,0.0
7863,2024-05-08,1035,15,174.77,Juliana Almeida,0.2
7864,2024-04-11,1035,3,220.06,Eduardo Costa,0.15
7865,2024-02-01,1045,15,129.27,Juliana Ribeiro,0.2
7866,2024-03-01,1049,19,98.82,Carlos Martins,0.05
7867,2024-02-07,1008,9,270.53,Fernanda Ferreira,0.2
7868,2024-02-28,1043,20,171.12,Bruno Pereira,0.15
7869,2024-05-30,1045,1,214.73,Eduardo Silva,0.0
7870,2024-06-03,1004,17,241.89,Helena Costa,0.15
7871,2024-01-17,1000,15,248.03,Daniela Silva,0.2
7872,2024-01-17,1030,20,241.84,Carlos Martins,0.0
7873,2024-04-30,1022,8,147.82,Carlos Almeida,0.0
7874,2024-03-24,1031,9,56.1,Eduardo Ferreira,0.15
7875,2024-05-24,1013,18,293.08,Bruno Ribeiro,0.1
7876,2024-05-10,1022,16,31.93,Ana Ribeiro,0.15
7877,2024-04-27,1035,13,229.51,Igor Costa,0.05
7878,2024-06-02,1037,17,265.63,Fernanda Souza,0.05
7879,2024-06-21,1049,11,265.92,Juliana Almeida,0.2
7880,2024-03-28,1031,9,264.16,Helena Silva,0.15
7881,2024-06-25,1004,10,107.43,Bruno Pereira,0.15
7882,2024-04-15,1038,20,259.03,Helena Martins,0.15
7883,2024-03-28,1008,13,177.45,Helena Ribeiro,0.1
7884,2024-01-01,1018,14,52.27,Eduardo Oliveira,0.15
7885,2024-06-29,1036,5,48.54,Carlos Ferreira,0.05
7886,2024-03-18,1025,2,186.11,Fernanda Pereira,0.15
7887,2024-03-31,1045,9,275.22,Juliana Lima,0.0
7888,2024-01-06,1044,14,135.66,Eduardo Souza,0.0
7889,2024-04-19,1033,18,178.16,Fernanda Almeida,0.1
7890,2024-04-21,1020,8,169.73,Daniela Costa,0.15
7891,2024-06-04,1035,15,265.15,Bruno Martins,0.1
7892,2024-01-10,1002,12,194.98,Bruno Martins,0.15
7893,2024-05-31,1030,4,283.21,Juliana Souza,0.05
7894,2024-01-14,1044,18,111.89,Fernanda Ferreira,0.15
7895,2024-04-15,1031,5,118.59,Carlos Costa,0.2
7896,2024-01-03,1019,18,69.02,Fernanda Souza,0.2
7897,2024-04-03,1024,14,80.27,Ana Ribeiro,0.0
7898,2024-06-02,1037,7,271.6,Bruno Martins,0.1
7899,2024-05-04,1045,11,26.68,Eduardo Lima,0.15
7900,2024-06-13,1007,11,87.48,Daniela Costa,0.05
7901,2024-04-01,1003,3,232.1,Carlos Silva,0.15
7902,2024-05-02,1038,18,117.41,Carlos Souza,0.15
7903,2024-06-02,1004,4,155.97,Eduardo Pereira,0.0
7904,2024-05-07,1047,1,93.37,Juliana Silva,0.05
7905,2024-02-07,1036,5,104.37,Ana Ribeiro,0.05
7906,2024-03-05,1035,20,12.97,Daniela Pereira,0.2
7907,2024-06-02,1013,7,212.03,Ana Ribeiro,0.15
7908,2024-01-11,1009,18,229.99,Bruno Ferreira,0.2
7909,2024-02-22,1020,12,122.03,Fernanda Lima,0.15
7910,2024-01-26,1041,14,210.58,Igor Ribeiro,0.2
7911,2024-06-06,1013,5,182.34,Fernanda Silva,0.2
7912,2024-03-13,1009,18,161.24,Juliana Lima,0.1
7913,2024-05-29,1036,18,236.16,Gabriel Almeida,0.0
7914,2024-04-09,1024,2,231.66,Helena Lima,0.0
7915,2024-03-30,1003,8,246.15,Gabriel Almeida,0.05
7916,2024-01-03,1036,9,106.31,Carlos Almeida,0.1
7917,2024-01-10,1030,20,228.46,Juliana Martins,0.15
7918,2024-02-09,1021,14,136.57,Gabriel Pereira,0.05
7919,2024-06-19,1009,3,277.52,Juliana Martins,0.05
7920,2024-03-06,1009,19,277.01,Daniela Souza,0.2
7921,2024-01-04,1026,13,55.78,Fernanda Ribeiro,0.2
7922,2024-02-06,1034,19,123.36,Bruno Souza,0.0
7923,2024-01-28,1019,1,170.97,Igor Costa,0.15
7924,2024-02-21,1045,19,169.81,Juliana Costa,0.05
7925,2024-05-22,1005,1,181.33,Carlos Almeida,0.0
7926,2024-04-11,1049,17,130.54,Daniela Costa,0.0
7927,2024-04-10,1025,19,180.41,Fernanda Silva,0.1
7928,2024-03-07,1045,5,235.92,Daniela Martins,0.1
7929,2024-03-22,1015,19,166.64,Gabriel Ribeiro,0.2
7930,2024-03-17,1026,3,294.39,Gabriel Souza,0.05
7931,2024-01-02,1038,7,149.3,Igor Almeida,0.0
7932,2024-01-17,1042,14,277.7,Igor Costa,0.15
7933,2024-04-27,1024,20,275.79,Eduardo Martins,0.05
7934,2024-06-21,1042,4,105.42,Igor Silva,0.1
7935,2024-01-13,1030,5,54.95,Igor Martins,0.1
7936,2024-02-10,1034,20,93.33,Gabriel Costa,0.2
7937,2024-05-02,1049,18,158.19,Carlos Lima,0.0
7938,2024-01-19,1016,10,118.25,Helena Pereira,0.1
7939,2024-04-28,1033,3,144.59,Daniela Martins,0.05
7940,2024-04-23,1040,8,294.72,Eduardo Ferreira,0.15
7941,2024-04-27,1027,16,261.31,Fernanda Silva,0.2
7942,2024-04-25,1011,20,31.77,Carlos Silva,0.2
7943,2024-03-13,1004,11,172.9,Juliana Ribeiro,0.2
7944,2024-06-26,1010,20,235.59,Bruno Oliveira,0.1
7945,2024-01-16,1033,2,107.93,Bruno Almeida,0.05
7946,2024-06-10,1048,15,117.37,Gabriel Souza,0.05
7947,2024-01-06,1004,5,82.79,Fernanda Pereira,0.0
7948,2024-04-06,1038,8,175.48,Daniela Souza,0.15
7949,2024-01-12,1045,20,74.37,Helena Ferreira,0.0
7950,2024-04-07,1049,20,197.62,Bruno Oliveira,0.2
7951,2024-04-30,1023,7,241.57,Fernanda Pereira,0.0
7952,2024-05-21,1031,11,225.25,Juliana Souza,0.2
7953,2024-04-16,1003,7,239.8,Carlos Lima,0.05
7954,2024-04-23,1015,3,249.64,Ana Martins,0.2
7955,2024-03-28,1023,3,232.41,Ana Souza,0.0
7956,2024-01-13,1039,19,72.56,Juliana Silva,0.1
7957,2024-06-22,1040,18,151.9,Igor Oliveira,0.05
7958,2024-05-06,1031,10,27.2,Igor Costa,0.05
7959,2024-02-08,1030,16,28.02,Helena Costa,0.0
7960,2024-01-15,1021,11,181.85,Juliana Martins,0.15
7961,2024-01-02,1039,14,293.66,Juliana Pereira,0.2
7962,2024-06-01,1032,15,269.58,Helena Pereira,0.0
7963,2024-05-07,1010,9,287.22,Gabriel Costa,0.15
7964,2024-02-11,1033,3,88.78,Helena Oliveira,0.1
7965,2024-04-02,1050,11,220.64,Carlos Almeida,0.15
7966,2024-01-17,1048,19,223.61,Juliana Costa,0.0
7967,2024-03-31,1006,7,173.81,Eduardo Ferreira,0.1
7968,2024-04-22,1032,14,227.61,Helena Lima,0.2
7969,2024-06-13,1012,1,207.87,Igor Costa,0.05
7970,2024-06-21,1017,11,189.46,Carlos Ferreira,0.2
7971,2024-04-10,1030,12,50.09,Igor Oliveira,0.1
7972,2024-05-23,1026,17,85.45,Gabriel Souza,0.2
7973,2024-03-21,1011,12,131.97,Daniela Martins,0.15
7974,2024-05-23,1009,3,212.27,Ana Ferreira,0.0
7975,2024-03-08,1038,2,99.77,Carlos Silva,0.1
7976,2024-02-16,1050,14,100.67,Juliana Ferreira,0.2
7977,2024-06-10,1031,10,276.99,Igor Almeida,0.15
7978,2024-05-17,1046,11,78.81,Carlos Silva,0.1
7979,2024-05-30,1047,10,269.27,Carlos Ribeiro,0.15
7980,2024-01-10,1042,20,90.68,Ana Silva,0.0
7981,2024-06-04,1009,7,243.25,Carlos Almeida,0.1
7982,2024-04-18,1041,3,234.95,Daniela Oliveira,0.15
7983,2024-04-06,1031,16,239.39,Fernanda Silva,0.0
7984,2024-02-15,1016,7,111.97,Eduardo Lima,0.05
7985,2024-06-26,1005,3,109.04,Igor Almeida,0.05
7986,2024-05-24,1020,19,147.01,Bruno Pereira,0.0
7987,2024-05-28,1028,9,69.37,Juliana Souza,0.15
7988,2024-01-14,1049,10,274.09,Fernanda Lima,0.0
7989,2024-05-29,1009,2,269.01,Fernanda Ferreira,0.1
7990,2024-02-14,1007,6,69.61,Daniela Almeida,0.1
7991,2024-03-17,1042,6,85.05,Juliana Oliveira,0.2
7992,2024-05-08,1025,7,210.48,Gabriel Ribeiro,0.15
7993,2024-01-15,1000,20,278.42,Eduardo Lima,0.15
7994,2024-03-17,1013,2,84.91,Ana Lima,0.15
7995,2024-06-25,1003,7,221.27,Daniela Souza,0.1
7996,2024-04-25,1028,16,12.43,Carlos Pereira,0.1
7997,2024-06-13,1023,3,97.6,Igor Souza,0.05
7998,2024-04-07,1000,2,215.0,Juliana Lima,0.0
7999,2024-03-12,1029,12,204.43,Juliana Oliveira,0.0
8000,2024-05-03,1038,15,150.04,Ana Silva,0.1
8001,2024-05-30,1028,6,104.72,Daniela Almeida,0.05
8002,2024-04-08,1043,6,178.33,Fernanda Ribeiro,0.0
8003,2024-04-13,1008,4,14.31,Ana Souza,0.0
8004,2024-01-28,1046,13,14.82,Helena Souza,0.05
8005,2024-05-20,1016,3,69.69,Eduardo Pereira,0.1
8006,2024-01-12,1035,17,195.47,Eduardo Almeida,0.0
8007,2024-04-22,1025,8,231.08,Fernanda Oliveira,0.0
8008,2024-03-25,1034,16,131.36,Eduardo Martins,0.0
8009,2024-03-27,1013,7,205.23,Gabriel Silva,0.0
8010,2024-06-21,1023,12,114.17,Igor Almeida,0.0
8011,2024-04-21,1014,5,18.36,Daniela Almeida,0.2
8012,2024-06-11,1049,20,273.81,Fernanda Martins,0.0
8013,2024-02-21,1004,9,233.28,Carlos Martins,0.15
8014,2024-04-04,1027,8,160.21,Helena Oliveira,0.05
8015,2024-03-10,1021,7,27.12,Juliana Almeida,0.0
8016,2024-05-31,1044,1,15.88,Ana Souza,0.15
8017,2024-02-17,1008,6,249.0,Bruno Pereira,0.05
8018,2024-06-26,1021,19,238.12,Bruno Almeida,0.2
8019,2024-05-09,1040,9,260.5,Igor Silva,0.05
8020,2024-03-31,1018,9,173.14,Igor Ribeiro,0.15
8021,2024-01-13,1047,18,271.94,Helena Costa,0.1
8022,2024-03-19,1015,2,207.4,Ana Ferreira,0.1
8023,2024-03-04,1050,20,193.52,Eduardo Lima,0.0
8024,2024-01-25,1006,10,37.32,Fernanda Lima,0.05
8025,2024-01-05,1026,20,66.07,Daniela Ribeiro,0.2
8026,2024-06-11,1044,4,76.86,Carlos Almeida,0.0
8027,2024-06-03,1032,16,243.87,Daniela Costa,0.15
8028,2024-05-03,1030,20,286.41,Fernanda Pereira,0.0
8029,2024-05-27,1022,19,22.63,Ana Oliveira,0.1
8030,2024-05-20,1039,19,111.13,Helena Ferreira,0.05
8031,2024-03-24,1035,13,194.95,Bruno Pereira,0.15
8032,2024-01-22,1008,10,21.46,Bruno Ferreira,0.15
8033,2024-02-22,1048,8,165.96,Igor Almeida,0.05
8034,2024-06-03,1037,13,108.44,Helena Ferreira,0.0
8035,2024-02-02,1025,11,112.06,Juliana Ribeiro,0.0
8036,2024-01-29,1032,6,214.38,Daniela Oliveira,0.1
8037,2024-05-31,1024,2,60.45,Carlos Lima,0.15
8038,2024-04-13,1031,7,112.99,Bruno Lima,0.15
8039,2024-02-07,1023,11,293.51,Daniela Martins,0.15
8040,2024-06-15,1010,13,236.13,Igor Ribeiro,0.1
8041,2024-01-18,1023,20,144.65,Fernanda Oliveira,0.1
8042,2024-04-21,1024,4,274.91,Eduardo Souza,0.0
8043,2024-01-26,1009,11,59.47,Juliana Ferreira,0.15
8044,2024-05-09,1039,15,24.89,Igor Silva,0.1
8045,2024-06-18,1001,7,143.68,Bruno Souza,0.1
8046,2024-02-02,1010,13,96.24,Daniela Ribeiro,0.2
8047,2024-03-07,1006,19,20.18,Gabriel Souza,0.15
8048,2024-05-19,1015,7,287.32,Fernanda Costa,0.0
8049,2024-01-29,1022,20,187.81,Juliana Pereira,0.05
8050,2024-02-12,1012,7,75.41,Gabriel Souza,0.2
8051,2024-05-17,1009,16,245.99,Juliana Souza,0.15
8052,2024-03-16,1047,9,136.24,Gabriel Ferreira,0.0
8053,2024-02-13,1004,2,278.71,Ana Oliveira,0.0
8054,2024-04-21,1034,7,285.64,Daniela Oliveira,0.05
8055,2024-01-28,1000,2,34.82,Igor Costa,0.15
8056,2024-02-09,1031,20,278.63,Igor Martins,0.05
8057,2024-02-08,1048,2,252.82,Fernanda Almeida,0.0
8058,2024-04-28,1046,17,265.18,Ana Silva,0.1
8059,2024-01-16,1000,19,266.54,Juliana Silva,0.0
8060,2024-06-10,1031,18,17.72,Eduardo Pereira,0.1
8061,2024-04-10,1027,19,272.58,Eduardo Martins,0.2
8062,2024-03-17,1029,17,39.43,Juliana Pereira,0.05
8063,2024-05-17,1050,9,287.13,Helena Souza,0.2
8064,2024-02-05,1050,16,148.35,Daniela Costa,0.0
8065,2024-03-10,1030,4,33.66,Juliana Ribeiro,0.1
8066,2024-02-09,1011,6,262.39,Eduardo Pereira,0.0
8067,2024-03-18,1019,11,192.22,Helena Ribeiro,0.1
8068,2024-06-18,1029,14,20.83,Bruno Ferreira,0.15
8069,2024-05-14,1042,18,47.64,Gabriel Oliveira,0.0
8070,2024-05-04,1039,14,66.72,Bruno Silva,0.05
8071,2024-05-03,1023,7,90.29,Ana Pereira,0.2
8072,2024-02-16,1037,20,70.19,Igor Lima,0.2
8073,2024-01-30,1030,15,126.89,Helena Ferreira,0.05
8074,2024-02-08,1034,16,198.66,Juliana Ferreira,0.0
8075,2024-02-07,1028,6,247.07,Juliana Ferreira,0.15
8076,2024-06-20,1018,9,199.36,Daniela Oliveira,0.05
8077,2024-02-26,1002,7,296.39,Gabriel Oliveira,0.1
8078,2024-04-20,1032,1,119.36,Igor Oliveira,0.1
8079,2024-04-01,1013,9,144.81,Eduardo Souza,0.05
8080,2024-06-12,1010,4,93.59,Helena Pereira,0.05
8081,2024-03-22,1024,13,125.67,Ana Ribeiro,0.2
8082,2024-04-17,1027,15,201.26,Helena Silva,0.2
8083,2024-01-08,1012,4,116.1,Carlos Almeida,0.1
8084,2024-05-10,1027,17,263.59,Daniela Oliveira,0.15
8085,2024-04-28,1022,5,280.39,Daniela Martins,0.0
8086,2024-04-18,1009,4,55.96,Fernanda Silva,0.05
8087,2024-05-31,1031,15,191.51,Igor Pereira,0.1
8088,2024-06-13,1001,4,153.37,Juliana Silva,0.2
8089,2024-06-17,1046,2,297.63,Juliana Costa,0.0
8090,2024-06-07,1018,10,169.5,Fernanda Oliveira,0.15
8091,2024-05-17,1046,11,280.36,Carlos Ferreira,0.2
8092,2024-03-16,1016,7,37.96,Carlos Pereira,0.15
8093,2024-02-24,1002,3,101.76,Fernanda Ferreira,0.05
8094,2024-01-20,1014,11,76.53,Juliana Ribeiro,0.1
8095,2024-06-28,1047,1,209.2,Igor Ferreira,0.15
8096,2024-02-04,1041,8,181.38,Helena Souza,0.2
8097,2024-06-05,1018,16,40.45,Bruno Pereira,0.2
8098,2024-03-11,1035,19,62.42,Eduardo Oliveira,0.15
8099,2024-02-22,1048,17,51.96,Gabriel Oliveira,0.15
8100,2024-03-27,1032,15,128.55,Ana Silva,0.2
8101,2024-02-14,1001,7,156.05,Fernanda Martins,0.1
8102,2024-04-18,1005,10,219.25,Eduardo Pereira,0.1
8103,2024-03-02,1036,14,19.02,Daniela Ferreira,0.1
8104,2024-02-03,1041,4,87.74,Eduardo Silva,0.0
8105,2024-03-26,1006,20,268.39,Carlos Oliveira,0.0
8106,2024-05-14,1027,7,130.78,Eduardo Almeida,0.15
8107,2024-04-02,1004,2,128.29,Igor Oliveira,0.2
8108,2024-04-07,1033,19,103.44,Igor Almeida,0.0
8109,2024-01-16,1012,1,162.63,Daniela Ribeiro,0.0
8110,2024-01-31,1036,13,63.76,Carlos Ribeiro,0.05
8111,2024-04-03,1007,20,174.66,Juliana Souza,0.2
8112,2024-03-09,1029,12,90.09,Helena Souza,0.15
8113,2024-06-23,1009,15,67.2,Helena Silva,0.1
8114,2024-02-10,1039,5,113.71,Ana Oliveira,0.0
8115,2024-02-02,1023,12,146.91,Gabriel Ribeiro,0.05
8116,2024-04-02,1015,7,48.3,Fernanda Almeida,0.1
8117,2024-05-13,1041,10,224.44,Carlos Oliveira,0.15
8118,2024-01-07,1016,20,62.26,Igor Souza,0.2
8119,2024-02-07,1015,18,86.16,Bruno Ferreira,0.2
8120,2024-05-18,1002,9,194.63,Gabriel Lima,0.0
8121,2024-03-21,1044,13,159.91,Igor Oliveira,0.05
8122,2024-05-10,1043,2,106.54,Daniela Pereira,0.15
8123,2024-01-19,1004,4,135.59,Gabriel Pereira,0.05
8124,2024-05-30,1001,4,259.56,Gabriel Martins,0.0
8125,2024-02-24,1050,4,168.0,Helena Lima,0.15
8126,2024-06-01,1026,12,29.66,Carlos Lima,0.0
8127,2024-05-25,1015,3,271.57,Juliana Costa,0.15
8128,2024-03-04,1000,19,110.4,Igor Costa,0.0
8129,2024-06-25,1040,10,146.31,Fernanda Costa,0.15
8130,2024-05-02,1014,17,129.86,Helena Ribeiro,0.2
8131,2024-02-05,1010,10,156.82,Ana Martins,0.1
8132,2024-02-20,1010,11,159.23,Juliana Almeida,0.15
8133,2024-03-02,1020,12,99.13,Eduardo Oliveira,0.0
8134,2024-01-12,1012,16,290.13,Bruno Martins,0.1
8135,2024-02-11,1037,8,107.9,Helena Ferreira,0.0
8136,2024-02-26,1034,6,166.55,Eduardo Pereira,0.05
8137,2024-02-14,1012,9,175.11,Juliana Lima,0.05
8138,2024-05-11,1015,14,235.41,Carlos Ferreira,0.05
8139,2024-05-11,1026,17,46.62,Helena Martins,0.0
8140,2024-04-24,1019,6,154.26,Carlos Oliveira,0.05
8141,2024-01-13,1006,7,193.92,Carlos Silva,0.05
8142,2024-01-13,1047,2,139.79,Juliana Costa,0.05
8143,2024-05-25,1015,7,47.76,Carlos Martins,0.2
8144,2024-03-10,1032,18,38.84,Gabriel Pereira,0.15
8145,2024-06-09,1009,17,16.55,Eduardo Ribeiro,0.0
8146,2024-04-16,1045,17,265.24,Carlos Souza,0.05
8147,2024-04-24,1023,10,109.94,Juliana Ribeiro,0.05
8148,2024-05-13,1014,6,71.3,Daniela Costa,0.2
8149,2024-02-01,1020,18,212.8,Igor Souza,0.0
8150,2024-05-01,1006,1,175.58,Carlos Martins,0.0
8151,2024-04-05,1030,14,67.82,Helena Costa,0.0
8152,2024-01-28,1047,7,131.23,Carlos Silva,0.1
8153,2024-04-14,1014,4,134.97,Helena Lima,0.0
8154,2024-02-10,1010,7,78.9,Daniela Lima,0.0
8155,2024-01-10,1047,5,151.48,Carlos Ribeiro,0.1
8156,2024-02-03,1035,16,12.29,Daniela Almeida,0.05
8157,2024-04-18,1045,9,208.34,Fernanda Ribeiro,0.0
8158,2024-06-26,1012,8,271.05,Helena Oliveira,0.2
8159,2024-03-27,1033,6,121.24,Helena Almeida,0.0
8160,2024-01-12,1043,12,46.33,Daniela Oliveira,0.1
8161,2024-01-23,1047,20,46.95,Igor Oliveira,0.05
8162,2024-06-25,1002,14,250.85,Juliana Lima,0.15
8163,2024-03-10,1028,13,58.12,Igor Silva,0.05
8164,2024-06-08,1028,9,148.15,Ana Costa,0.2
8165,2024-06-05,1001,2,52.53,Fernanda Oliveira,0.05
8166,2024-01-31,1048,2,87.27,Eduardo Costa,0.1
8167,2024-03-27,1005,12,117.48,Eduardo Almeida,0.05
8168,2024-03-13,1016,19,104.03,Daniela Almeida,0.2
8169,2024-06-26,1019,20,122.18,Eduardo Ferreira,0.05
8170,2024-01-27,1018,17,111.11,Helena Costa,0.1
8171,2024-02-24,1047,20,54.08,Gabriel Pereira,0.0
8172,2024-05-09,1027,9,294.8,Juliana Martins,0.2
8173,2024-05-07,1030,10,34.62,Gabriel Almeida,0.05
8174,2024-01-21,1024,1,204.93,Ana Lima,0.05
8175,2024-01-13,1041,14,118.41,Daniela Ferreira,0.1
8176,2024-03-14,1013,7,19.94,Helena Pereira,0.15
8177,2024-05-30,1011,16,235.22,Daniela Almeida,0.15
